Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Inquiry,628547,04/04/2025,Late Registration Penalty,ammar.alshehhi,?? ??? sr,07/04/2025,ammar.alshehhi
Complaint,628760,04/04/2025,Service submission,ali.babiker,SR 15546,17/04/2025,anas.hasan
Complaint,629234,04/04/2025,Incorrect employment details,mohamed.bintook,?? ????? ???? ???????? ??? ???? ?????,18/04/2025,mohamed.bintook
Complaint,629606,05/04/2025,End of service remuneration,,,,shaikha.humaid
Inquiry,629821,05/04/2025,Late Registration Penalty,ammar.alshehhi,?? ?????? ????? ??? ?????      ?? ???  sr,07/04/2025,ammar.alshehhi
Complaint,629929,05/04/2025,Contributions and proforma,zainab.alshehhi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",07/04/2025,shaikha.humaid
Complaint,630662,05/04/2025,Incorrect employment details,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ?????? ???????     ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Inquiry,630673,05/04/2025,End of service,nasreldeen.hanafi,??? ????? ??????,18/04/2025,Hamad.Almheiri
Inquiry,631037,06/04/2025,Fines and penalties,,,,shaikha.humaid
Inquiry,631173,06/04/2025,Payment channel: Fund Transfer System (FTS),,,,shaikha.humaid
Complaint,631477,06/04/2025,End of service remuneration,Salma.Alhassan,"Complete -  ?????? ???? ???????? ?????????? ?????????? ???? ???????,  ???? ????? ??? ?? ???????? ?? ?????? ????? ????? ????? ?????? ?? ?????? ?????? ?????? ?? ????? , ??? ??? ???? ?? ??????? ?????? ??????? ?? ???? ??????? 80010",18/04/2025,MuneeraAlhammadi
Complaint,631925,07/04/2025,General,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ??????? ??? ????? ??????    ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Inquiry,631994,07/04/2025,Merge service period,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ????? ?? ?????? ??????? ?? 69570.37 ???? ??????? ?????? ??? ????? ???? ????? ???.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",16/04/2025,MuneeraAlhammadi
Complaint,632322,07/04/2025,Incorrect employment details,Gerier.Ismail,Sr 15479,11/04/2025,anas.hasan
Complaint,632557,07/04/2025,Service submission,ali.babiker,SR 15491,16/04/2025,anas.hasan
Complaint,632703,07/04/2025,Service submission,zainab.alshehhi,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  • ????? ???? ?? ????? ????  ?????  ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",17/04/2025,
Complaint,632969,07/04/2025,End of service,Alyazia.Alkhoori,SR 15554 was raised,15/04/2025,anas.hasan
Inquiry,633027,07/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY -  SR15546,15/04/2025,anas.hasan
Complaint,633083,07/04/2025,End of service,Gerier.Ismail,???? ???? ?????? ????? ??? ???? ???? ?????? ????? ?????,10/04/2025,Hamad.Almheiri
Complaint,633254,07/04/2025,Incorrect employment details,saif.mohammed,?? ?????? ??? ????? ?????? ??? ????? ??????  ???????,17/04/2025,saif.mohammed
Complaint,633272,07/04/2025,Service submission,Gerier.Ismail,RECLASSIFY - ?????? ???????? ?? ???? ??? ????? ?? ?????? ????? ?????? ?????? ?????? ???? ?????,17/04/2025,anas.hasan
Complaint,633394,07/04/2025,Service submission,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ??????? ??? ????? ??????    ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,633695,07/04/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  ?? ????? ??? ????? ????? ???? ????? : 15644,16/04/2025,anas.hasan
Complaint,633820,07/04/2025,Refunds,shaikha.humaid,???? ???? ???? .???? ????? ??? ??? ???? ????? ????? ???? ???? ????? ??? ???????? ?????? ?????? ????????   ?? ????? ??? ?????  ?????? ????????? ???????  ?????? ?????? ?????? ????????. ??? ???? ?????? ?? ?????? ????? ????? ?????? ??????? ??????? ???????? ?? ?? ????? ?????? ?? ???? ?????? ??? ????? ??????? ? ??? ????? ????? ?? ???? ????  ????? . ???? ????????,17/04/2025,
Complaint,633865,07/04/2025,General,Alyazia.Alkhoori,?? ??? SR 15495,11/04/2025,anas.hasan
Complaint,634072,07/04/2025,Service submission,Moysar.Salahaldeen,the SR not related to registration is technical issue,17/04/2025,ahmed.mostafa
Inquiry,634076,07/04/2025,End of service,nasreldeen.hanafi,"Complete -  Thank you for contacting us. We would like to inform you that after reviewing the system, it was found that your request was rejected due to the employer&#39;s lack of response. We have requested that you attach a work start letter signed by both parties and stamped, stating the actual start date. If you have any additional questions, please call 80010.",18/04/2025,
Complaint,634128,07/04/2025,Late End of Service Penalty,mohamed.bintook,?? ????? ???? ???????? ??? ???? ????? ??? ??????? ?? ????? ??? ??? ??????? 0589125257 ???? ??? ????? ????? ?????? ????? ??? ???? ??????? ?????,17/04/2025,mohamed.bintook
Complaint,634266,07/04/2025,Service submission,Eshraq.Hazza,Back -  ?? ?????? ??????,18/04/2025,
Complaint,634338,07/04/2025,Insured registration,Moysar.Salahaldeen,Reminder sent,14/04/2025,Moysar.Salahaldeen
Inquiry,634366,07/04/2025,End of service,nasreldeen.hanafi,??? ??? ????,08/04/2025,Mohamed.Sidahmed
Complaint,634375,07/04/2025,End of service,Alyazia.Alkhoori,SR 15564,15/04/2025,anas.hasan
Complaint,634529,07/04/2025,General,Eshraq.Hazza,Back -    ???? ???? ??? ???????? ??? ?? ??? ?? ???????,17/04/2025,abdelhamid.mohamed
Complaint,634663,07/04/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  SR-15603,16/04/2025,anas.hasan
Complaint,634691,07/04/2025,End of service,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ????? ??? ?? ??? ?????? ???? ???? ?????? 4/4/2025 ???? ???????? ??????? ?? ?????? ???????? ??? ?????, ??? ??? ????? ????? ?????? 15/4/2025 ???? ?? ?? ??? ????? ????? ?????? ????? ?????? ???????? ?? ?????? ??? ?????? ??????? ??? ??? ????? ????? ???????? ???????. ???? ??? ??? ???? ?????? ????????? ? ????? ???????? ??? ????? ???.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",15/04/2025,MuneeraAlhammadi
Complaint,634712,07/04/2025,General,abdelhamid.mohamed,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ????? ???? ?? ??? ????? ?? ???? ???????     ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Complaint,634789,07/04/2025,General,Moysar.Salahaldeen,Reminder sent,14/04/2025,Moysar.Salahaldeen
Complaint,634908,07/04/2025,End of service,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ?????  ??? ??? ????? ?????? ?????? ????? ??? ?? ????? ?? ??? ???? ????? - ????? ?????? - ??????? ??????? - ????? ??? ???????, ??? ???? ????? ??? ??? ??????? ????? ?? ?????? ???? ??? ????? ????? ?????.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",14/04/2025,MuneeraAlhammadi
Complaint,635184,07/04/2025,End of service,Maitha.Almahmoud,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ?????? ???? ?? ???? ???? 2025 &#160;?? ????? ?? ?????",14/04/2025,MuneeraAlhammadi
Complaint,635232,07/04/2025,End of service,Gerier.Ismail,??? ????? ????? 564131,10/04/2025,Maitha.Almahmoud
Complaint,635314,07/04/2025,Fines and penalties,,,,mohamed.abdulsallam
Complaint,635411,07/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY -  ?? ????? ???? ????? ????? ??? ???? ??? ????? ??? ????,09/04/2025,anas.hasan
Inquiry,635455,07/04/2025,Purchase additional years,nasreldeen.hanafi,??? ??? ????,08/04/2025,Mohamed.Sidahmed
Complaint,635564,07/04/2025,End of service,nasreldeen.hanafi,??? ??? ????,08/04/2025,Mohamed.Sidahmed
Complaint,635710,07/04/2025,Late End of Service Penalty,,,,Hamad.Almheiri
Complaint,635722,07/04/2025,Incorrect employment details,Salma.Ahmed,SR 15578,15/04/2025,anas.hasan
Complaint,635890,07/04/2025,Insured registration,Moysar.Salahaldeen,Reminder sent,14/04/2025,Moysar.Salahaldeen
Inquiry,635946,07/04/2025,Late End of Service Penalty,,,,Gerier.Ismail
Complaint,636000,07/04/2025,1 Month Grace Period,,,,Hamad.Almheiri
Complaint,636131,07/04/2025,Pension not received,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ???? ??? ???????? ???????? ???? ??? ????? ???????? ??? ?? ?? ??????? ???? ???? ???????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",17/04/2025,
Complaint,636389,07/04/2025,End of service,zainab.alshehhi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",08/04/2025,Mohamed.Sidahmed
Inquiry,636395,07/04/2025,EOS Shourak payment released request,,,,Hamad.Almheiri
Inquiry,636430,07/04/2025,Late End of Service Penalty,,,,Gerier.Ismail
Complaint,636600,07/04/2025,Service submission,ali.babiker,Kindly advice why is this case being returned to us,18/04/2025,Obaid.AlKhuzaimi
Complaint,636662,07/04/2025,Merge service period,Gerier.Ismail,sr,11/04/2025,Gerier.Ismail
Complaint,636848,07/04/2025,N/A,sumaya.rashed,Back -  ???? ??????? ??? ???? ?? ?? ??????? ???????? ???? ????? ??????? ?? ???? ?????? ???????,15/04/2025,saif.mohammed
Complaint,636849,07/04/2025,EOS Shourak payment released request,,,,Hamad.Almheiri
Complaint,636949,08/04/2025,Service submission,anas.hasan,Sr 15687,18/04/2025,anas.hasan
Inquiry,637303,08/04/2025,Late End of Service Penalty,,,,Gerier.Ismail
Complaint,637334,08/04/2025,Payment,aws.alsamadi,"Complete -   ????? ???? ????? ? ???? ???? ???? ?? ??? ????? ???? ??? ?????? ?????? ???????? ?????? ???? ????? ???? ????? ??????? ????????. ?????? ??? ??? ???????",18/04/2025,
Complaint,637441,08/04/2025,Transferred service,Gerier.Ismail,"Complete - ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ??? ?? ??? ???? ?????? ???? ???? ?????? 3 ????? ?7 ???? ?11 ??? ????? ????? ????? ????? ?? ??????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????. ?? ??????? ??? ????? 80010",17/04/2025,
Complaint,637492,08/04/2025,Contributions and proforma,Gerier.Ismail,RECLASSIFY - ????????? ????? ???? ?????????? ??????? ???? ??? ????? ??????,17/04/2025,aws.alsamadi
Complaint,637496,08/04/2025,Transferred service,Gerier.Ismail,sr,17/04/2025,Gerier.Ismail
Complaint,637634,08/04/2025,Service submission,ali.babiker,SR 15546,15/04/2025,ali.babiker
Complaint,637664,08/04/2025,Payment,ali.babiker,Incident was created ID  22425,17/04/2025,ali.babiker
Complaint,637776,08/04/2025,Merge years,Mohamed.Sidahmed,RECLASSIFY -  SR 15707,18/04/2025,anas.hasan
Complaint,637850,08/04/2025,End of service,Mohamed.Sidahmed,"Complete - ???? ???? , ???? ????? ??? ?????? ???? ?????? ????? ?? ?????? ?? ???? ??? ????? ?????????? ?????? ?? ???? ???? ?? (FTS) , ?? ?????? ?????? ?????? ???? ??????? ?? ?????? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",14/04/2025,MuneeraAlhammadi
Complaint,637920,08/04/2025,Service submission,ali.babiker,SR 15440 was closed please verify with user.,18/04/2025,nasreldeen.hanafi
Inquiry,637922,08/04/2025,Late End of Service Penalty,nasreldeen.hanafi,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",09/04/2025,nasreldeen.hanafi
Complaint,638051,08/04/2025,Contributions and proforma,Safa.Bkaar,Back - ???? ?????? ?? ????? ????? ???????? ???? ?????? 2024 ??? ???? ?????? ?????/ ????? ??????? ??????? ???- 784198168080798 ? ??? ??? ?????? ??????? ??????? (?? ???),17/04/2025,shaikha.humaid
Complaint,638101,08/04/2025,Late End of Service Penalty,nasreldeen.hanafi,Complete -  ??? ? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ???  ?????? ????? ????? ??????    ??? ??? ????? ?? ????????? ??????  ???? ??????? ??? ????? 80010,09/04/2025,nasreldeen.hanafi
Inquiry,638173,08/04/2025,Service submission,ammar.alshehhi, ??? ?? ????? ??? ????    ????  ????? ???? ????  ??????? ?? Case 642300 is currently in the Diary queue. ? ????  Case 640578 is currently in the Diary queue.   ? ??? ????????? ????? ?????????   ,17/04/2025,anas.hasan
Complaint,638615,08/04/2025,Merge service period,ali.babiker,"Incident 22082 was closed. This is user mistake to choose the mode of installment   prepaid , please raise a Service Request for data correction .",15/04/2025,Salma.Ahmed
Complaint,638774,08/04/2025,General,ammar.alshehhi,?? ????? ??? ??????? Sr 15479,10/04/2025,anas.hasan
Complaint,638812,08/04/2025,Service submission,Gerier.Ismail,RECLASSIFY - ???????? ??????? ?? ?????? ???? ????? ??????? ???? ?????,17/04/2025,anas.hasan
Complaint,638835,08/04/2025,End of service,ali.babiker,Incident 22091,17/04/2025,anas.hasan
Complaint,638892,08/04/2025,Service submission,abdelhamid.mohamed,kindly find the attached certificate,17/04/2025,anas.hasan
Inquiry,638936,08/04/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",09/04/2025,Hamad.Almheiri
Complaint,638972,08/04/2025,N/A,Obaid.AlKhuzaimi,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  ????? ???? ?? ????? ????  ?????  ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",09/04/2025,anas.hasan
Complaint,638977,08/04/2025,Service submission,ali.babiker,SR 15577,17/04/2025,anas.hasan
Inquiry,639126,08/04/2025,Late End of Service Penalty,,,,nasreldeen.hanafi
Inquiry,639179,08/04/2025,Fines and penalties,Safa.Bkaar,Back -  ???? ??? ????? ?????? ? ???????? ??? ????? ???? ???? ??? ?????,16/04/2025,Ahmad.Alchazli
Complaint,639229,08/04/2025,Incorrect employment details,nasreldeen.hanafi,??? ????? ??????,10/04/2025,Hamad.Almheiri
Complaint,639333,08/04/2025,Contributions and proforma,aws.alsamadi,????? ???? ?????  ???? ???? ????  ??? ?????? ???? ??? ?? ?? ????? ??????? ?? ?????? ???? 2025 ?????? ?????? ????. ???? ?????? ???????? ???? ?????. ??? ? ????????.,16/04/2025,aws.alsamadi
Complaint,639339,08/04/2025,Refunds,aws.alsamadi,"????? ???? ????? ,, ???? ???? ???? ,, ???????? ??? ????? ??? ????? ???? ?? ?????? ????? ???????? ??????? ??????? ??? ????? ?????? ???? ?????? ????? ???? ????????? ??????? ?? ??????? ??? ?? ???????? 3,125.68 ????.  ?????? ??? ??? ???????  3,125.68",16/04/2025,aws.alsamadi
Complaint,639360,08/04/2025,Service submission,ali.babiker,SR 15577,17/04/2025,anas.hasan
Complaint,639512,08/04/2025,Service submission,aws.alsamadi,RECLASSIFY -  Business Application Request (#15684)&quot; has been raised FYKA please. thanks,17/04/2025,anas.hasan
Inquiry,639518,08/04/2025,End of service,saif.mohammed,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",09/04/2025,Hamad.Almheiri
Complaint,639790,08/04/2025,End of service,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ????? ??? ?????? ???? ????? ????? ?????? ?????? ??????? ?????.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",16/04/2025,MuneeraAlhammadi
Complaint,639899,08/04/2025,Insured registration,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,14/04/2025,nasreldeen.hanafi
Complaint,639902,08/04/2025,Incorrect employment details,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,10/04/2025,nasreldeen.hanafi
Complaint,639931,08/04/2025,Incorrect employment details,nasreldeen.hanafi,??? ????? ??????,10/04/2025,Hamad.Almheiri
Complaint,639980,08/04/2025,End of service,Moysar.Salahaldeen,????? ??? ??? ?????????,10/04/2025,sara.musa
Complaint,640014,08/04/2025,EOS Shourak payment released request,Moysar.Salahaldeen,????? ???? ?? ???????? ?????? ??????? ???? ???? ???? ?? ?????? ???? ??? ??? ????? ?????? 559257,10/04/2025,Hamad.Almheiri
Inquiry,640240,08/04/2025,Merge service period,Salma.Ahmed,"Complete -  ??? ???? ???? ??? ????? ??? ???? ?? ???? ????? ??? ??? ????? ???? ??? ???? ??????? ?? ???? ????? ???? ??? ????? ????? ?????? ???? ????? ?????? ?? ???????? ???????? ????? ????? ???? ????? ????? ??? ???????? ?? ???? ???? ???????? ??? ?? ???????? ????? ?? ???? ?????? ???? ?????? ????.",14/04/2025,MuneeraAlhammadi
Complaint,640252,08/04/2025,Service submission,ali.babiker,SR 15491,17/04/2025,anas.hasan
Complaint,640255,08/04/2025,General,Eshraq.Hazza,Back -    ???? ???? ??? ???????? ??? ?? ??? ?? ???????,17/04/2025,abdelhamid.mohamed
Inquiry,640355,08/04/2025,,Waleed.Hassan,"Declined - Thank you for contacting us. We would like to inform you that your support request is a duplicate of 637849 therefore it will be closed, the original support request is under process with the relevant team, for further inquiries please contact us on 80010",18/04/2025,
Complaint,640359,08/04/2025,Service submission,ali.babiker,SR 15615,17/04/2025,anas.hasan
Inquiry,640366,08/04/2025,Transferred service,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ??????? ??? ????? ??????    ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,640788,08/04/2025,End of service,Khaleda.AlAli,Complete -  ?????? ????????? ?? ???? ??? ????????? ?? ???? ???????? ???????? ???????? ??????? ??????? ???? ???? 618975.,17/04/2025,
Complaint,640837,08/04/2025,Incorrect employment details,abdelhamid.mohamed,?? ????? pension dubai,15/04/2025,abdelhamid.mohamed
Complaint,640933,08/04/2025,Merge service period,Moysar.Salahaldeen,????? ???? ???? ?????? ???? 616413,10/04/2025,Mohamed.Sidahmed
Complaint,641383,09/04/2025,Beneficiary registration,Gerier.Ismail,"We have reviewed your request and would like to inform you that additional information is required to proceed. Kindly provide the following:  • Screenshots or visual clarification of the error  We appreciate your cooperation, and once we receive the required information, we will proceed with processing your request",17/04/2025,
Complaint,641415,09/04/2025,Beneficiary registration,Gerier.Ismail,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",17/04/2025,
Complaint,641419,09/04/2025,Merge service period,Alyazia.Alkhoori,"Complete -  ???? ????  ?????? ???? ???? ??? ?????? ??????? , ??? ????? ??? ????? ???? ?????? ?? ???? ???? ????? - ????? ?????? - ???????? ???????? - ????? ???? ?????? - ? ????? ???????? ???????? ?????? ??????? ?????? ????????(??????? ??? ?????? ??????? ) ??? ????? ?????? ????? ?????? - ?????? ????? ?????? ????? ??????(???? ???????? ?? ????? ??????? ???? ??????? ??? ?????? ??? ???????) , ?????? ????? - ?? ??? ?? ?????? ????? ?? ??? ???? ???????? ??? ????? ?????? , ??? ????? ??? ?? ???? ??????? ?????? ???? ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",14/04/2025,MuneeraAlhammadi
Inquiry,641420,09/04/2025,End of service,Moysar.Salahaldeen,?? ????? ??? ??? ????? ??? ????? ???? ?? ????? ???? ?????? ????? ?????? ?? ???? ??? ??? ????? ??? ???? ???? ??????? AE490260001012152931001  ??? ?????? ????? ?????? 449508,10/04/2025,Hamad.Almheiri
Complaint,641493,09/04/2025,Service submission,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,641513,09/04/2025,Merge service period,Alyazia.Alkhoori,"Complete -  ???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????   ???? ????? ??? ????? ???? ?????? ????? ?????? ???????? ??? ????? ???? ???????? ?????? ?????.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",14/04/2025,MuneeraAlhammadi
Complaint,641621,09/04/2025,Merge service period,Alyazia.Alkhoori,???? ??? ??????,16/04/2025,Abdulla.Alkendi
Complaint,641677,09/04/2025,End of service,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?? ????? ??? ????? ??????502040  ??? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????. ?? ??????? ??? ????? 80010 .",17/04/2025,
Complaint,641746,09/04/2025,Service submission,anas.hasan,SR 15687,18/04/2025,anas.hasan
Inquiry,641844,09/04/2025,Incorrect employment details,saif.mohammed,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team For further inquiries please contact us on 80010,10/04/2025,Gerier.Ismail
Complaint,641892,09/04/2025,Merge service period,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ??  ????? ????? ?????? ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,641983,09/04/2025,Insured registration,ammar.alshehhi,??? ? ???????? ????. ?? ??????? ??? ?????  ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????    - ???? ????? ??? ???? ???? ?? ??????? ?? ????? ?????? ???????   ?? ?? ( ???? ????????? ???? ??????? 784199173846926 ??? ???? ????? 784199139815759 ???? ???? ?????? 78419956265282 )     ??? ? ???????  ?????? ??????? ???????? ???? ??????? ????? ??? ?????,18/04/2025,
Complaint,642064,09/04/2025,1 Month Grace Period,,,,Hamad.Almheiri
Complaint,642135,09/04/2025,End of service,Alyazia.Alkhoori,????? ????? ??? ?? ???? ?????? ???? ????? ??? ???? ?? ????????? ???? ??? ?????,11/04/2025,anas.hasan
Complaint,642270,09/04/2025,Incorrect employment details,ahmed.majid,Back -  ???? ???? ??? ???????? ??? ???????? ?? ?? ???????,17/04/2025,abdelhamid.mohamed
Complaint,642288,09/04/2025,Beneficiary deregistration,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ??? ????? ????? ????? ??? ????? ???? ???? ??? ????? ??? 112607 ?? ???? ???? ??? ???? ?????????? ?? ?????? 09-2024 ? 10-2024. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010",17/04/2025,
Complaint,642302,09/04/2025,Employer deregistration,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ??? ??? ????? ????? ??? ???? ?????? ??? ??? ???????  ????? ??????? ???? ?? ??? ????? ?????? ???????? ????????? ???????. ??? ??? ????? ?? ????????? ??????  ???? ??????? ??? ????? 80010 ?? ???????? ??? ??? ??????? ????,18/04/2025,Sumaya.Ebrahim
Complaint,642320,09/04/2025,End of service,,,,Hamad.Almheiri
Complaint,642364,09/04/2025,EOS Shourak payment released request,Eshraq.Hazza,Back -  ???? ??????? ?? ??? ????? ?????? ??? ??? ???? ????? ?? ????,15/04/2025,nasreldeen.hanafi
Complaint,642420,09/04/2025,Incorrect employment details,ahmed.majid,Back - ???? ???? ??? ???????? ??? ???????? ?? ?? ???????,17/04/2025,abdelhamid.mohamed
Complaint,642519,09/04/2025,End of service remuneration,,,,Hamad.Almheiri
Complaint,642578,09/04/2025,End of service,saif.mohammed,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",10/04/2025,nasreldeen.hanafi
Complaint,642646,09/04/2025,Beneficiary registration,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?? ??????? ???? ??? ??? ????? ??? ??? ????? ?????? ????? ???? ?????? ??? ????? ??????? ?? ?????? ?????????? ??????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????. ?? ??????? ??? ????? 80010 .",17/04/2025,
Complaint,642650,09/04/2025,1 Month Grace Period,ali.babiker,Kindly advice user to try from different device or different browser.,17/04/2025,Gerier.Ismail
Inquiry,642696,09/04/2025,Late End of Service Penalty,,,,Gerier.Ismail
Complaint,642741,09/04/2025,Incorrect employment details,Gerier.Ismail,???? ?????? ?????? ???? ?? ???? ?????? ???? ??????,17/04/2025,
Complaint,642769,09/04/2025,Transferred service,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,642771,09/04/2025,EOS Shourak payment released request,,,,Hamad.Almheiri
Complaint,642800,09/04/2025,Late End of Service Penalty,,,,Hamad.Almheiri
Complaint,642820,09/04/2025,Incorrect employment details,Gerier.Ismail,SR,11/04/2025,Gerier.Ismail
Complaint,642855,09/04/2025,Incorrect employment details,Gerier.Ismail,?? ????? ???? ???  ???? ????? ?????? ?? ??? ????? ??????   ????? ???? ????? ????????,18/04/2025,Gerier.Ismail
